"","Subject","Image","Threatened_Rating","Surprise_Rating","Suffering_Rating","SociallyAcceptable_Rating","Sadness_Rating","Relate_Rating","Pleasant_Rating","Narrative_Rating","Joy_Rating","Interact_Rating","Immoral_Rating","Fear_Rating","Disgust_Rating","Desire_Rating","Contamination_Rating","Avoid_Rating","Astonished_Rating","Anger_Rating","Affection_Rating"
"337","sub-sid000877","AC-run.jpg",1.522417006,33.30194053,19.56012192,98.98335742,52.23700727,21.64481822,71.95250823,81.55688182,68.87045207,0.90035095,4.85442876,83.69348603,81.77889452,7.901096196,14.99342933,11.40381971,82.50864977,54.20860686,0.654008405
"338","sub-sid000972","AC-run.jpg",11.51409207,4.189596134,0.119095269,84.96491213,59.84734096,11.17213644,66.17136212,66.32977368,23.55137101,19.47716754,0.22539496,58.8085217,45.37756278,24.28876207,20.54989813,38.48587017,62.86594947,56.39157202,20.24142533
"339","sub-sid000894","AC-run.jpg",51.76287476,93.73674012,40.47577339,67.89651626,43.18814493,28.33408787,38.31980685,55.00016105,53.78759266,33.52223587,54.97396593,34.69544193,25.31681277,26.60630302,32.02705193,42.12728321,25.50077672,0.882320543,87.9559659
"340","sub-sid000893","AC-run.jpg",-4.828581395,16.28015221,7.558249658,79.20265615,44.87689904,9.114696157,79.56193476,87.50591603,24.71217437,-2.254113725,4.60447477,35.24223471,43.08080329,7.713924505,4.352367079,14.66119417,57.20871488,25.90259542,1.242425781
"341","sub-sid000926","AC-run.jpg",3.983083014,24.755994,28.23830245,65.24313665,59.3672878,25.14896054,66.89526177,66.6770828,55.22307808,27.16911763,36.3394421,68.70560621,67.30286024,30.45035844,19.90801375,53.97368039,54.46760129,49.90952764,17.04875807
"342","sub-sid000971","AC-run.jpg",-5.70394715,7.684012679,18.15975172,87.04774412,58.46623593,15.73074956,74.14995682,87.42561171,63.40082608,2.167395303,10.43880571,57.30152498,77.55355699,7.793007883,0.882738924,48.19467147,87.65679379,52.25384682,5.910017526
"343","sub-sid000120","AC-run.jpg",3.482346441,3.186942922,28.35861933,77.24186758,58.10978891,18.83201978,85.52917386,51.40953249,42.3344733,10.79944139,11.68263985,66.27700779,64.48814655,4.792219328,10.99774959,26.33236715,81.25851825,35.03199391,26.7183057
"344","sub-sid000976","AC-run.jpg",0.460271147,1.536265616,8.149568844,92.65137299,51.83163415,-2.898687308,74.26353127,68.87317143,59.28537464,-5.270646539,-3.141264835,88.7270218,99.10073481,0.500964893,0.440470313,0.503071749,95.21225348,11.2922908,8.260213655
"345","sub-sid000922","AC-run.jpg",4.630828218,11.62411712,13.51909004,77.38967848,53.21748083,10.2251455,53.12979675,63.72847513,43.90435671,5.795537801,8.293270791,54.64408348,54.72206866,4.269234122,2.266433043,66.83320617,67.84459444,44.38778862,13.22556167
"346","sub-sid000954","AC-run.jpg",-6.482522791,9.068087184,21.76576327,97.95163494,91.0844021,1.095480064,84.85486312,101.3174092,79.11586849,2.454429433,13.96481381,77.25358778,99.13413286,0.036314441,3.882366858,75.78339399,99.57557268,50.24226261,5.342286114
"347","sub-sid000866","AC-run.jpg",13.31645785,23.09606436,22.36884401,85.01292091,57.81392411,11.74103669,75.91734401,91.68598381,26.81198975,15.54224516,3.618189956,77.18508533,70.55314126,14.73745909,20.48493738,24.59271632,87.54652062,68.99686131,2.775060878
"348","sub-sid000878","AC-run.jpg",4.408826147,1.71340171,-4.707959221,105.4821426,51.1513175,1.914160309,78.30269187,69.77814742,53.09142456,2.687300062,6.059459886,43.47813003,64.64835785,2.973808871,0.828758401,10.76622803,67.29058231,51.35944201,9.643054278
"349","sub-sid000889","AC-run.jpg",9.981187832,0.796247621,1.301154272,95.74404046,81.27212314,13.07596365,83.76554534,106.9070633,47.6323157,7.041340544,-12.86268488,73.04344232,84.63075856,1.189438058,-2.818784782,59.54528921,88.61953129,46.41216522,0.189500637
"350","sub-sid000880","AC-run.jpg",4.925030523,3.534025413,2.765640288,88.92857103,35.41980938,1.240781465,87.94103823,106.7964044,40.35300002,12.84443233,2.442726888,67.7023929,62.2048163,0.835064484,-0.466602628,10.64256765,72.833676,51.80317219,8.030147822
"351","sub-sid000973","AC-run.jpg",29.05151804,14.98087553,2.001063762,89.80037161,35.25425751,14.54283831,66.04528432,67.35542725,39.0517737,12.28255055,15.6230645,41.30592148,57.28064491,28.46723051,22.04557007,11.8020138,39.34001551,50.53909948,17.4447432
"352","sub-sid000765","AC-run.jpg",0.034661164,3.109023561,4.626183875,101.32649,72.14271524,0.518033837,73.40956728,93.22784039,76.83950966,1.051952391,8.447397607,76.76984039,86.67013859,6.606486869,4.32235912,42.47263272,87.50959977,56.76177398,23.79126856
"353","sub-sid000499","AC-run.jpg",3.547487205,6.557243748,63.0170254,90.60643872,50.08075007,4.739905355,79.50649942,68.81288519,79.4950357,13.65976483,8.633171236,55.06959588,71.18228369,0.301808189,4.812071329,22.31337325,67.57983092,31.21581929,15.89182367
"354","sub-sid000879","AC-run.jpg",24.17488551,34.20046019,53.08366658,70.81642024,66.38853362,33.33438946,57.68188052,60.40704568,57.94894707,28.16072947,29.49348242,55.00616596,47.10079712,24.44187956,24.07610479,43.54029152,69.49992201,40.71602038,22.20569438
"355","sub-sid000013","AC-run.jpg",4.279036382,36.22791093,20.94750048,73.14104059,3.924121325,25.03827064,43.80164129,57.8969313,26.83423892,7.112561951,7.841178927,36.4764498,12.28041307,7.136051658,6.93918158,21.30102755,60.30788479,0.121367843,15.32728776
"356","sub-sid000955","AC-run.jpg",4.93472891,42.60589793,21.65057562,77.87616748,60.29013033,11.92854706,82.72769732,70.57403558,46.55856311,6.323817507,8.327978044,45.1778268,76.87950609,16.55505531,1.729837751,52.75070308,89.20340761,24.83514811,1.23920336
"357","sub-sid000876","AC-run.jpg",5.023395298,0.316747226,29.00283456,96.20884942,71.18591615,4.015037603,63.46170263,72.06018999,30.33173648,4.528448862,1.318027873,61.16939952,65.55032925,2.161045153,22.84094343,46.74380121,75.9156144,64.68050732,12.16043328
"358","sub-sid000710","AC-run.jpg",1.909221005,0.057473457,18.49884487,92.3998412,40.44732008,0.84707204,72.0007371,78.74908257,68.90245318,-4.489542206,-5.409206746,63.51000363,38.97434302,-0.260096522,13.51077457,42.72469911,76.52904617,49.8912159,0.662185298
"359","sub-sid000869","AC-run.jpg",3.036270316,0.328903103,11.50765082,82.60323298,59.67451159,12.5101297,64.075141,80.3827497,40.33897625,0.80692019,2.148888239,60.3896675,85.9549694,0.101634145,4.441543358,25.14621474,58.31564537,75.65215287,22.28249721
"360","sub-sid000959","AC-run.jpg",2.137692162,21.31881914,0.907951069,92.01175741,98.01315744,9.075671362,71.5216841,101.878875,47.48059575,3.182049903,2.626319744,55.69110856,65.3806994,1.597463378,1.227116522,1.155057108,83.21628615,58.96600055,2.728941084
"361","sub-sid000974","AC-run.jpg",6.223104376,14.56082019,8.706861564,88.62910082,33.5656471,1.602088757,70.78238421,66.50671458,31.83456863,9.110774653,8.006509656,74.26599273,62.79022534,3.454071658,7.985048153,12.10547661,72.15987309,45.14623536,13.65036834
"362","sub-sid000863","AC-run.jpg",7.935647024,24.42340631,22.10989997,77.59221099,72.5425832,5.303824147,97.19883506,53.01185889,52.26040504,6.09197625,20.56918745,72.59076762,76.57446994,2.41441122,0.092594663,44.33920908,75.07756526,44.37716093,10.97134313
"363","sub-sid000969","AC-run.jpg",15.70265249,9.182807725,6.299114178,86.71720572,35.90968296,11.58212255,66.73054812,61.99130646,44.84939969,23.27489346,16.87732624,64.76772269,69.96547703,6.316273223,12.69725728,60.42569558,62.01623158,36.1415194,20.84350743
"364","sub-sid000927","AC-run.jpg",10.80955022,-2.487262157,3.257623042,100.1076352,61.91430739,12.13836811,86.47860369,72.29983456,69.85377385,9.620803675,9.008048131,65.50247898,67.76684677,4.392672361,2.723947786,63.59604951,69.00729875,45.37606195,8.456323192
"365","sub-sid000892","AC-run.jpg",-3.064542746,12.65934331,4.255568639,89.55680223,62.24139937,4.054923791,50.91041538,100.1963891,53.96615129,-1.170794566,11.44487,57.08191112,65.33775982,7.210703675,7.890937394,74.93493343,89.22125102,68.42936956,16.28944926
"366","sub-sid000887","AC-run.jpg",10.76573293,1.270264443,21.75957484,91.98142677,43.72012551,12.40288578,55.96366529,86.97208398,54.52248744,-4.302853103,8.592797489,54.99995347,87.926974,4.858825435,1.407857199,16.73300466,65.97645279,40.52780614,26.92979177
"367","sub-sid000870","AC-run.jpg",-0.917681786,1.863273075,1.153784123,101.3082617,76.00426094,-0.34254209,90.0769815,77.44641502,41.55097229,-6.657576403,-5.482366357,62.62329211,70.97344866,-0.950682809,-1.576905518,21.65255628,88.35782909,55.89375441,-1.033449528
"368","sub-sid000895","AC-run.jpg",11.98755893,14.26164926,13.68896025,89.77553801,99.6999506,4.709231133,71.81743449,82.47885453,53.19681947,3.413161905,10.44998047,60.53815029,74.88220653,3.586843797,22.470194,30.46602655,99.49448987,54.86940917,0.116385475
"369","sub-sid000970","AC-run.jpg",-3.808100765,21.17429356,6.312258307,99.99210472,65.44518298,7.131707217,70.92657244,85.10617178,34.89469603,3.859564295,4.26018363,49.3201038,68.72155266,-0.54860287,-1.182876075,18.29298778,83.94607492,11.60397033,9.170261678
"370","sub-sid000522","AC-run.jpg",34.22223966,6.688169124,10.61722776,83.18853213,35.61589226,26.77571902,68.09821934,50.388099,4.628020515,18.4455178,8.790724398,38.80523046,6.403958223,16.97708286,14.3044749,7.59596364,53.98849298,17.94025451,5.92543758
"371","sub-sid000874","AC-trophy.jpg",6.033671498,8.788998806,4.645183953,91.55177787,75.10391831,0.661246878,84.1681252,60.90065033,29.45221208,7.878129332,14.0173892,46.3762982,68.45781187,16.91065903,2.609234046,22.30601581,89.38628087,71.78394768,3.770368141
"372","sub-sid000873","AC-trophy.jpg",13.40868777,0.636907928,2.856677843,82.1310444,62.40440203,14.39238037,61.00298157,71.68856309,42.15775852,4.466834948,14.17474336,62.87743588,75.31628016,5.696073801,4.048752791,37.31541135,68.76955679,13.07704438,4.885788943
"373","sub-sid000888","AC-trophy.jpg",1.168119487,-0.646054658,6.222220634,78.49227225,63.11171507,7.611321624,72.57100392,94.37269765,30.70654968,3.841694273,-1.356102715,60.79468593,88.47595024,1.100426885,10.52896872,21.84819443,79.5756636,46.07937809,17.70768952
"374","sub-sid000877","AC-trophy.jpg",13.35549249,25.52728994,8.551643023,87.74399179,46.48209896,24.39727477,95.04134075,83.10879336,42.99939678,0.52812436,6.855809737,83.59500405,99.37098816,9.214287715,19.60323261,19.22269448,94.54612844,85.52429447,16.61040813
"375","sub-sid000972","AC-trophy.jpg",29.80922906,0.149664155,5.681771482,63.32630033,66.78746528,15.96148174,79.83971898,70.25916808,10.96680565,38.74122032,26.58349749,43.28393576,43.42110047,17.48654397,15.55367658,32.6810109,56.87230146,56.7648183,10.78642157
"376","sub-sid000894","AC-trophy.jpg",35.38482205,63.58199194,57.40815727,74.38581201,27.36750531,44.16087838,35.46363806,63.75004069,4.150435734,36.4468028,51.75984032,40.40460869,23.16635321,12.00389106,35.54777171,0.474305429,33.01252521,-18.06406607,46.97522802
"377","sub-sid000893","AC-trophy.jpg",5.060191137,8.688930231,2.793858261,80.00715271,60.89372748,0.265120183,60.39459657,89.6231779,13.02928318,-0.304536326,-0.016619845,19.69868963,43.82187334,2.835798423,0.534778122,21.75365998,59.58556129,23.6614225,10.47531634
"378","sub-sid000926","AC-trophy.jpg",48.01169553,32.41037676,18.95982498,74.24134943,46.79288624,48.79413913,70.96716914,62.79437459,39.10336811,19.88425334,28.60685078,65.89978715,67.63494404,31.97760752,21.64629893,61.19984741,60.91452573,47.64804938,38.17871214
"379","sub-sid000971","AC-trophy.jpg",-2.543705362,3.473460851,6.566570646,88.71140351,75.35631625,16.96560698,90.59310832,91.86378607,55.41626171,6.345321294,4.80500108,59.82124063,79.7085801,6.464893775,2.280419254,65.88214509,89.89975913,51.67384841,11.66619296
"380","sub-sid000120","AC-trophy.jpg",1.914366553,-2.669955265,9.257950779,89.21869759,53.94106518,28.00294682,76.33640447,85.75368503,37.48812294,6.269474681,8.121099711,72.15736727,55.22923826,2.728308985,13.18513293,15.82692192,80.39203427,39.04971819,10.24863794
"381","sub-sid000976","AC-trophy.jpg",2.83488353,-7.989914875,2.495711045,100.2515257,72.60406132,11.05239402,79.15528605,86.66915556,33.15022419,-0.124647178,6.820015482,71.1483233,78.47788603,3.112531653,-3.096793346,0.188082311,85.1694321,-0.08534027,-7.010119649
"382","sub-sid000922","AC-trophy.jpg",7.170510537,4.22900328,10.63059424,73.45801768,61.17876882,8.82016985,68.01567656,83.11776857,42.82307703,13.35339475,5.949426499,50.85635766,42.57620711,8.845843416,3.071733432,55.37524193,67.26769014,56.31810589,3.166988886
"383","sub-sid000954","AC-trophy.jpg",2.490353149,-3.484274911,14.95213756,93.89090368,86.21634294,14.61090827,78.40103688,99.40201435,99.68817079,0.970271658,8.112258206,74.26463134,91.40670615,-1.45159385,4.33434563,59.80175873,85.20474747,63.1557123,0.100231566
"384","sub-sid000866","AC-trophy.jpg",8.547096892,13.88203114,13.45344022,77.1300869,78.98254083,11.09471,91.12740298,89.39606618,37.21440348,7.712851841,9.26972312,52.63110558,62.63118481,12.32710456,10.38671958,16.67396893,84.00001701,66.3624038,14.32786866
"385","sub-sid000878","AC-trophy.jpg",6.076255402,2.240492846,-3.090735317,99.65288992,43.90027836,1.30351313,86.83534883,89.04734938,44.76226682,0.960013167,2.439492599,40.84031873,63.27941347,1.875504642,-0.493021564,-1.875049411,65.28042384,31.63622935,-3.383789044
"386","sub-sid000889","AC-trophy.jpg",0.43275778,11.71386369,-6.992027254,90.56368487,76.48444571,-4.053970716,72.60635978,102.488993,62.51439773,10.81963304,7.950971313,45.96861519,85.98651742,1.849288316,-0.573752636,46.81884807,99.52294468,44.83683888,-3.552400067
"387","sub-sid000880","AC-trophy.jpg",-1.918479582,5.242791569,0.477081477,76.19466177,40.59098986,-0.097532182,95.31560182,100.8132132,12.24550327,3.165755095,1.882022942,58.67586564,61.14889688,1.387303952,6.817092278,0.84157768,52.59088733,47.90531568,0.961487364
"388","sub-sid000973","AC-trophy.jpg",24.32068357,17.0736587,8.625248795,92.02046228,26.0205236,22.90453971,62.91005442,63.07700073,45.88019911,10.82455002,15.58891586,29.99935547,44.63296799,19.65363635,27.11402363,27.88617004,39.97662476,7.583104691,54.59868193
"389","sub-sid000765","AC-trophy.jpg",0.050716314,-5.149257855,0.617675131,87.49986741,99.20099801,7.992433059,85.64605284,101.3818669,7.615917186,2.587722611,-0.049102215,57.45534974,70.16542043,6.581773174,3.04822058,31.54481857,99.27284184,49.17043724,20.40866862
"390","sub-sid000499","AC-trophy.jpg",6.07490432,12.83607883,4.143931146,90.0569851,55.4935418,7.970500091,80.90342824,98.85768542,28.66974809,5.838618958,7.373120495,47.64479095,77.00988139,5.464041714,0.312242288,23.05860892,77.49944406,36.01715016,7.048067674
"391","sub-sid000879","AC-trophy.jpg",26.0980277,26.54021727,36.25874204,75.5567641,60.53593438,28.16607166,60.41999746,63.96305499,44.89147373,28.26201944,27.05563928,43.04421159,68.56718482,23.33560449,24.9814436,35.83934621,65.23148486,34.66755843,31.78536243
"392","sub-sid000013","AC-trophy.jpg",-1.535417453,40.30794513,6.838561458,76.35523788,27.97419473,2.3379573,46.30934445,77.67200912,1.163940896,11.19483582,1.223858674,55.91225235,47.58295275,6.397464167,6.338337708,17.05997356,48.63380031,8.328067516,-3.900727956
"393","sub-sid000955","AC-trophy.jpg",0.848977855,14.89743816,9.009466997,82.74397859,70.92030214,3.975229627,81.49243852,70.92864904,39.73028104,1.801745355,1.065945722,47.77664112,73.50939015,12.39717245,2.920404984,63.87402291,83.36124028,40.56492593,16.24083101
"394","sub-sid000876","AC-trophy.jpg",17.05467168,6.706542206,7.783685754,83.33394823,63.03417502,2.07628284,70.25211555,64.64481864,50.0916208,9.456701904,19.6124984,74.09688864,73.68177865,4.963662149,19.77492002,34.87806617,70.32839985,46.5463318,24.12510586
"395","sub-sid000710","AC-trophy.jpg",11.45127008,1.407849143,7.029459143,87.56125141,52.07958572,8.492620671,76.8319119,63.38656585,53.35500698,1.36032954,0.756315806,53.9682804,69.38956081,-0.683001825,20.8488092,48.86396758,71.49922642,62.66378122,8.342424538
"396","sub-sid000869","AC-trophy.jpg",-0.569451089,4.612913524,6.598990953,82.32412502,62.77994607,9.32807103,74.116074,71.13439348,32.30797323,10.66943029,-0.610079685,31.67219704,74.80884386,-1.508555829,1.898480946,31.02090171,64.93562127,74.88127813,19.93070524
"397","sub-sid000959","AC-trophy.jpg",0.778107369,20.19603428,3.051918486,98.7735067,75.29431297,23.09438712,74.33331959,91.53063396,41.70661566,10.83196565,2.40549418,39.83079454,63.21355,4.333119484,-2.610324381,0.634196331,46.44684242,26.96765663,2.997060085
"398","sub-sid000974","AC-trophy.jpg",7.863658908,21.73829103,5.656598771,86.77418527,35.75278507,2.924899949,79.23366116,61.24407321,62.80260304,-1.378247999,15.06859326,40.63463852,72.53005051,4.949450032,1.799298211,23.20569073,71.39767878,43.53535047,25.0336309
"399","sub-sid000863","AC-trophy.jpg",5.213741226,10.63372068,1.174378698,83.67521888,52.11689289,-0.44086377,89.71506556,79.13571347,64.21061783,23.00554063,11.63624471,54.87863001,80.03298234,8.099155114,4.578254925,33.84705997,56.66468959,19.42310924,17.34071029
"400","sub-sid000969","AC-trophy.jpg",3.14534118,6.500826429,1.384958733,94.85801083,53.72198356,4.505372033,76.9613375,63.38472772,47.36238408,8.937349182,5.36889495,46.99272701,46.13571336,8.004572986,19.40228742,69.93550275,56.82822362,57.38356803,7.476308346
"401","sub-sid000927","AC-trophy.jpg",10.51098465,7.182097371,6.734971587,88.93868151,71.24242669,6.00447969,85.19397839,72.23941975,94.13655327,21.98374453,18.82900216,65.70183672,75.68434995,3.911525306,3.734286435,37.70439633,59.25128543,23.38516145,3.734058666
"402","sub-sid000892","AC-trophy.jpg",-1.396537104,24.10604145,-0.657257567,99.39604903,62.20695758,26.0962487,62.83558174,105.5701073,95.8802829,4.76472137,7.024890335,45.82465576,75.58201483,3.543585715,6.192124767,60.01210005,79.98031327,53.23713625,1.251773414
"403","sub-sid000887","AC-trophy.jpg",-4.486635737,2.947257666,16.721211,80.9101608,28.68407689,17.76613974,89.06840708,65.2289499,39.13081155,8.122604242,0.818595755,48.22195362,54.99953199,-0.020174153,2.944204088,11.73019435,85.36898853,66.04719376,17.43037145
"404","sub-sid000870","AC-trophy.jpg",2.823230453,8.778599459,2.176212131,99.09198099,99.56269547,3.021859869,85.99943122,86.11689528,24.6594684,0.063396623,0.298863741,52.75887676,83.12704772,-0.010568832,-2.896335531,40.02041472,102.0212097,57.90674858,-6.384836171
"405","sub-sid000895","AC-trophy.jpg",19.0547199,5.555755983,0.862127123,101.052,71.15202573,-4.60901138,73.60477743,80.49211804,5.891392916,2.880061285,-0.27907446,63.124153,48.15461369,1.842565246,12.86278033,-0.046112229,102.0304128,31.02485865,13.3175214
"406","sub-sid000970","AC-trophy.jpg",6.693306067,11.82938898,6.137940535,95.40606419,65.18490842,19.22852488,77.85260486,86.39143749,56.53744866,2.233394448,-0.367760729,31.5113204,54.39976352,6.453047109,-0.697718174,31.43546409,80.6339426,35.47555907,-10.59965977
"407","sub-sid000522","AC-trophy.jpg",21.76244062,11.93262877,13.15489935,65.4378758,18.54852976,21.10693415,77.40705702,60.50730729,31.16799276,13.61448899,1.54720177,62.20740179,57.44538128,16.06475841,10.67097789,27.16781324,66.2079208,30.42076172,22.47233407
"408","sub-sid000874","AC-volleyball.jpg",7.513798134,15.50656166,11.44622897,98.4748239,57.65912369,-1.511230915,98.08086524,60.38645644,9.77624894,-0.32338117,2.665273617,85.37163665,78.07399497,12.34553501,9.120979493,26.13704784,86.34289586,66.70530381,1.704133624
"409","sub-sid000873","AC-volleyball.jpg",0.780397957,5.902575153,14.40896406,89.48386751,52.65772618,17.04541494,76.99128854,73.22725969,39.56050899,0.706474303,7.924912612,43.18519558,74.81512199,2.638560359,8.526907954,15.59096615,72.94582812,62.04427959,6.125757525
"410","sub-sid000888","AC-volleyball.jpg",0.056335302,-0.182567868,10.79516117,93.37288605,49.96311485,14.28185197,70.24104865,79.09950354,26.63087243,8.543832545,-6.57198006,64.48902111,66.92842341,3.57655255,3.56273178,65.0370613,63.74638398,41.69953257,0.630548919
"411","sub-sid000877","AC-volleyball.jpg",5.156445642,14.93901386,22.27346282,99.13664933,48.23852954,59.92777295,92.03120603,43.73774201,62.59943808,4.939398804,3.101271072,56.24175522,72.14308097,11.50360827,1.1970867,53.68870449,89.0036777,85.12247174,11.63825277
"412","sub-sid000972","AC-volleyball.jpg",8.439407713,1.031341707,11.27986755,97.86539688,70.53536525,14.37802762,76.60599327,54.35033039,36.3468499,4.529437347,21.85222226,56.50012364,49.87278544,18.80482229,11.86043251,20.06010408,49.28293164,39.60072185,8.634123115
"413","sub-sid000894","AC-volleyball.jpg",41.95743899,94.94669423,43.90605756,96.35785603,46.68313387,26.85725511,58.4655569,77.9531804,28.69861003,19.33292283,28.41168283,2.787332155,45.6530065,34.09770513,35.26877451,41.06655449,39.49986197,3.170637202,49.52743132
"414","sub-sid000893","AC-volleyball.jpg",2.215332938,0.416335176,11.19335208,94.48251883,45.43840376,2.947535259,73.88879347,70.8992566,31.16567905,18.87486431,12.09195803,45.15160962,39.36480755,2.457321376,0.821752645,34.59767659,64.17222568,33.08272756,13.47186899
"415","sub-sid000926","AC-volleyball.jpg",2.587424554,23.65606134,6.90193268,75.56687995,46.12726441,26.85512338,71.68084401,62.20881089,55.7212039,14.47742838,36.18403994,64.72447983,58.87968325,39.51892176,19.72217558,52.76095989,53.01889358,71.30532869,26.6305871
"416","sub-sid000971","AC-volleyball.jpg",-3.720487264,5.956414564,4.156262656,92.3980192,66.07485368,19.04291084,88.40846599,81.75124141,45.81596312,5.643045672,-2.807962402,58.98015532,61.62843312,8.214161222,5.253374133,44.85829789,91.82723253,64.82716792,1.053962195
"417","sub-sid000120","AC-volleyball.jpg",6.589345974,-0.620102493,10.76833275,94.12102782,69.57325498,24.28467111,72.41565255,63.51125393,20.27439475,4.997855392,8.696595933,76.25554391,67.09284247,5.095931655,4.465227977,22.65952829,81.95837389,59.82779395,8.459385132
"418","sub-sid000976","AC-volleyball.jpg",0.56756394,0.000546665,19.65351216,99.39287443,66.28734089,0.100965787,95.86127866,73.58192655,17.29096504,7.459534078,8.05723986,92.23779483,79.63312849,-1.398623326,-3.361315574,24.97108023,84.82988084,54.85133106,-0.590723452
"419","sub-sid000922","AC-volleyball.jpg",1.027456279,25.86535601,24.55337285,86.06076004,58.24586064,9.534994197,75.44056633,73.03380591,35.77997353,11.60547887,10.02800511,54.22738014,40.68322462,9.009224477,6.744244344,65.44358228,78.12009217,63.94998249,8.253203157
"420","sub-sid000954","AC-volleyball.jpg",0.145003971,12.52232799,34.87487707,89.1348136,71.37281763,5.919142724,86.04922427,69.47614905,84.04801744,3.580853157,-0.263114347,66.26951693,76.53714546,2.770322866,-0.969605357,49.43270853,112.3877783,99.75168835,2.235212397
"421","sub-sid000866","AC-volleyball.jpg",10.18725694,17.64647914,10.34837335,76.42540783,58.47724803,4.413061034,78.42148689,80.94176711,9.584504562,5.987830115,9.23399233,68.30386969,69.31743352,5.527626747,4.292899732,40.46152106,59.27718744,51.50147597,5.564710556
"422","sub-sid000878","AC-volleyball.jpg",3.628005768,7.92317526,21.64006364,102.7305661,26.9794887,1.199474898,88.14304694,74.66274069,42.8530186,0.810680008,5.835946837,48.32786255,43.03116199,0.543753609,0.902707389,35.31633546,60.73046271,60.69893611,5.112021838
"423","sub-sid000889","AC-volleyball.jpg",7.447010695,9.169369115,4.640453227,100.5132178,68.88463407,1.433877603,75.10838844,97.57821253,39.13157897,0.579557969,4.387763766,96.9243261,99.12328492,1.652605805,-0.608847175,61.75510745,84.32062034,29.97644505,0.043543415
"424","sub-sid000880","AC-volleyball.jpg",-0.20714964,8.67481666,-0.977439205,87.28446,56.11946013,-0.270844445,78.06258192,103.9329887,-12.04313023,0.398517899,1.286476854,65.92067989,54.76615257,-0.653138527,7.899823874,13.91439842,50.64586356,51.1145992,-0.402650115
"425","sub-sid000973","AC-volleyball.jpg",15.71978597,4.266348039,18.67628295,71.03424117,39.10509246,15.28238312,80.35852698,73.30692836,3.348897595,53.76866036,20.77985138,43.04451067,54.12121916,23.66732862,20.03492952,25.92807316,52.50723367,64.07462296,13.12914856
"426","sub-sid000765","AC-volleyball.jpg",1.222416267,2.665380744,11.08379687,90.92939691,76.62458123,-3.40506055,92.15739951,100.3842564,5.784031562,-0.865603418,-5.694696388,84.14866721,66.62853066,9.156716376,-0.209348776,28.85308444,76.65060093,69.5004411,1.14831283
"427","sub-sid000499","AC-volleyball.jpg",4.806996522,5.629818242,10.49549483,97.55411672,74.71957423,1.269886484,82.7840123,77.90541314,56.66694388,5.334517929,-1.145045448,38.51179653,70.77901407,8.4590057,3.447553043,30.3641729,89.65547372,31.63085691,4.087596264
"428","sub-sid000879","AC-volleyball.jpg",15.28223448,39.61307753,33.146981,77.72011998,52.08986459,43.77587972,65.40591387,57.48685996,40.28628775,39.61453622,38.1704729,55.49075605,48.66047796,23.22024339,19.59441213,50.3242307,57.83046958,50.84728431,22.81130523
"429","sub-sid000013","AC-volleyball.jpg",3.579282989,33.32659164,11.15642576,97.61632135,1.219996425,12.50769719,75.38945866,68.95116522,24.28327506,-3.246339874,1.718936216,40.43430992,62.43021237,14.75014295,8.342982571,2.458295722,39.9597756,40.76997942,7.036529222
